,ID,ORIGINE,T_COMMERCE,DATE_CREATION,CIVIQUE,TYPE_VOIE,LIEN_VOIE,NOM_VOIE,ORIENTATION,ADRESSE,SUITE,CODE_POST,ETAGE,NOM_CENTRE,NOM_ETAB_2023,ID_USAGE1,USAGE1,ID_USAGE2,USAGE2,ID_USAGE3,USAGE3,SCIAN,SITEWEB,ACCES_MOBILITE_REDUITE,VACANT_A_LOUER,A_LOUER_CONTACT,A_LOUER_TELEPHONE,ARRONDISSEMENT,QUARTIER,SDC_NOM,SECTEUR_PME,ENFANT,MULTIUSAGE,MULTIOCCUPANT,COORDY,COORDX,LAT,LONG
24942,{4b7d7bda-5d0b-4b14-89c9-226c7e0a4562},HORS_SDC,Commerce rue,2023/06/07,2146,rue,,Lucien-Thimens,,2146 rue Lucien-Thimens ,,H4R1L1,RC,,Restaurant ,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Saint-Laurent,Bois-Francs,,Centre-Ouest,Non,Non,Non,5041049.598906352,289589.2409320988,45.50921010097922,-73.69466804305247
24950,{7d54abd9-61e4-4f03-a83b-fa37bfc3f91c},SDC,Commerce rue,2023/06/07,420,rue,,Notre-Dame,O,420 rue Notre-Dame O,,H2Y1V3,RC,,Fish Bone,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Ville-Marie,Vieux-Montréal,SDC Vieux-Montréal,Centre-Ville,Non,Non,Non,5040170.295054232,300179.402959492,45.50144832142092,-73.55912750775668
24951,{101364a4-b066-4b7d-ba66-24215cb18f7f},SDC,Commerce rue,2023/06/07,436,rue,,Saint-François-Xavier,,436 rue Saint-François-Xavier ,,H2Y2T3,RC,,Clandestino,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Non,Non,,,Ville-Marie,Vieux-Montréal,SDC Vieux-Montréal,Centre-Ville,Non,Non,Non,5040364.50794917,300405.7985252681,45.50319739515629,-73.5562322471859
24961,{2f4e5a9f-3e65-4a89-b909-59c34b5c64b3},HORS_SDC,Commerce rue,2023/06/13,7657,boulevard,,Décarie,,7657 boulevard Décarie ,,H4P2H2,RC,,Eggspectation,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Côte-des-Neiges–Notre-Dame-de-Grâce,Savane,,Centre-Ville,Non,Non,Non,5039680.875906671,292686.92952838785,45.49695446687567,-73.6549903319862
24962,{c830c16c-0272-41c4-ac48-a019f6302f0d},HORS_SDC,Commerce rue,2023/06/13,7657,boulevard,,Décarie,,7657 boulevard Décarie ,,H4P2H2,RC,,Kavos,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Côte-des-Neiges–Notre-Dame-de-Grâce,Savane,,Centre-Ville,Non,Non,Non,5039688.46152339,292680.621110874,45.49702261580372,-73.65507123636789
24967,{cd7c4114-ec91-4e82-9ec3-c2cfef6e8933},HORS_SDC,Commerce rue,2023/06/13,940⁹,boulevard,,Saint-Jean,,940⁹ boulevard Saint-Jean ,,H9R5N8,RC,,Wok to walk,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Pointe-Claire,Pointe-Claire,,West-Island,Non,Non,Non,5036501.95334084,278870.82204241364,45.46797287688424,-73.83159983747721
24976,{467cae22-5607-4036-bb83-ea580fa70cf2},SDC,Commerce rue,2023/06/14,1449,rue,,Sainte-Catherine,O,1449 rue Sainte-Catherine O,,H3G1S6,RC,,Patty Slaps,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Accès au niveau du sol,Non,,,Ville-Marie,René-Lévesque,SDC Montréal centre-ville,Centre-Ville,Non,Non,Non,5039574.746893244,298772.6400175368,45.49607858624832,-73.57712138986324
24977,{18904d08-5e4f-4412-963b-4c3b4702bc79},HORS_SDC,Commerce rue,2023/06/14,1457,rue,,Sainte-Catherine,O,1457 rue Sainte-Catherine O,,H3G1S6,RC,,Starbucks,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Accès au niveau du sol,Non,,,Ville-Marie,René-Lévesque,SDC Montréal centre-ville,Centre-Ville,Non,Non,Non,5039568.182197493,298769.06791200384,45.49601948339468,-73.57716701415164
24980,{7c1126b8-d412-4dc2-a833-a0aefd2e0f9c},SDC,Commerce rue,2023/06/19,1045,côte,du,Beaver Hall,,1045 côte du Beaver Hall ,,H2Z1S5,RC,,Zina,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Non,Non,,,Ville-Marie,René-Lévesque,SDC Montréal centre-ville,Centre-Ville,Non,Non,Non,5040282.787743714,299758.2529240415,45.502457662039625,-73.56451777867557
24981,{e148c902-ad51-46b3-b283-93eef08bc32b},SDC,Commerce rue,2023/06/19,521,rue,,Sainte-Catherine,O,521 rue Sainte-Catherine O,,H3B1B2,RC,,La Baguette Farcie,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Accès au niveau du sol,Non,,,Ville-Marie,René-Lévesque,SDC Montréal centre-ville,Centre-Ville,Non,Non,Oui,5040520.850226698,299433.96570902114,45.50459743010652,-73.56867009679017
24987,{0070dcad-6b36-4f3b-9467-ac99ef80329b},HORS_SDC,Commerce rue,2023/08/28,10592,autoroute,de la,Côte-de-Liesse,,10592 autoroute de la Côte-de-Liesse ,,H8T1A4,RC,,Tim Hortons,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Accès au niveau du sol,Non,,,Lachine,Vieux-Lachine - Saint-Pierre,,West-Island,Non,Non,Non,5035956.25688644,287557.16127243073,45.463330935056575,-73.72049544158791
24996,{ab2b6e08-4f62-4fe0-bf18-812e0d85c548},HORS_SDC,Commerce rue,2023/06/28,2043,rue,,Parthenais,,2043 rue Parthenais ,,H2K3T1,RC,,Café Nonni,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043333.611095299,300368.94432290166,45.529914357688725,-73.55673069626035
25035,{a815acd4-3e71-44f9-b34d-97910e7a82be},SDC,Commerce rue,2023/07/07,608,rue,,Jarry,E,608 rue Jarry E,,H2P1V7,RC,,BÊP cuisine viet,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Villeray-Saint-Michel–Parc-Extension,Crémazie,SDC Quartier Villeray,Centre-Est,Non,Non,Non,5044955.372764396,294823.50890383456,45.54445022367161,-73.62775987079385
25053,{cfd58d23-1b92-45a6-a742-0586784a59d4},SDC,Commerce rue,2023/07/07,319,rue,,De Castelnau,E,319 rue De Castelnau E,,H2R1P8,RC,,Bistro l'Enchanteur,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Villeray-Saint-Michel–Parc-Extension,Parc-Jarry,SDC Quartier Villeray,Centre-Est,Oui,Non,Non,5044249.435621933,295576.6978476546,45.53810833296234,-73.61810129371081
25064,{cadaa64d-49a6-41f2-b9e7-03b912d67b24},HORS_SDC,Commerce rue,2023/07/07,7614,rue,,Saint-Hubert,,7614 rue Saint-Hubert ,,H2R2N6,RC,,Pizelli Coq,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Crémazie,,Centre-Est,Non,Non,Non,5044871.18413774,295423.75702671334,45.54370100359103,-73.6200715296807
25078,{0d05d36c-a633-4ba0-9dd9-af35885a60c4},SDC,Commerce rue,2023/07/07,755,rue,,Villeray,,755 rue Villeray ,,H2R1J2,RC,,Café Perko,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Crémazie,SDC Quartier Villeray,Centre-Est,Oui,Non,Non,5044899.537087873,295318.1202608803,45.543954703354295,-73.62142483678582
25087,{b2d00973-3085-471f-8a9a-a8945fce1be6},SDC,Commerce rue,2023/07/11,1975,avenue,du,Mont-Royal,E,1975 avenue du Mont-Royal E,,H2H1J5,RC,,La maison du roti,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Rampe d'accès,Non,,,Le Plateau-Mont-Royal,Lorimier,SDC L'Avenue du Mont-Royal,Centre-Ville,Oui,Non,Non,5043841.879258779,299075.7362968281,45.53447852442005,-73.57329311230936
25091,{60952e3b-1644-481a-865d-397af4bfb8ea},SDC,Commerce rue,2023/07/11,4511,rue,,Boyer,,4511 rue Boyer ,,H2J3E3,RC,,Mont-Royal hot-dog,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Non,Non,,,Le Plateau-Mont-Royal,Parc-Laurier,SDC L'Avenue du Mont-Royal,Centre-Ville,Oui,Non,Non,5043075.269744424,298550.04349102057,45.52757576466296,-73.58001412821038
25099,{76241061-ef4f-4570-a087-8f2e136db93a},HORS_SDC,Commerce rue,2023/07/11,369,rue,,Jean-Talon,E,369 rue Jean-Talon E,,H2R1T4,RC,,Paname,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Villeray-Saint-Michel–Parc-Extension,Parc-Jarry,,Centre-Est,Oui,Non,Non,5044242.639088224,295825.7568136432,45.53805042791397,-73.61491209821585
25108,{339e48c8-528b-4e34-ba0a-dde1b1276428},HORS_SDC,Commerce rue,2023/07/11,760,avenue,,Ogilvy,,760 avenue Ogilvy ,,H3N1N7,2e,,Bistro bar Kalithéa,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Non,Non,,,Villeray-Saint-Michel–Parc-Extension,Parc-Extension,,Centre-Est,Non,Non,Non,5043028.352089977,294943.6223503207,45.527111911407786,-73.62618292045414
25121,{d432c9d7-4489-44c8-971b-21e0fa04ff46},SDC,Commerce rue,2023/07/11,4475,rue,,Marquette,,4475 rue Marquette ,,H2J3X9,RC,,POKÉ 7+,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Non,Non,,,Le Plateau-Mont-Royal,Parc-Lafontaine,SDC L'Avenue du Mont-Royal,Centre-Ville,Non,Non,Non,5043577.725213816,298958.1225638795,45.53210059077405,-73.57479584906262
25127,{94272586-5755-4793-b6be-c7ca02579343},SDC,Commerce rue,2023/07/11,4488,rue,,Saint-Denis,,4488 rue Saint-Denis ,,H2J2L1,RC,,Poulet Rouge,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Accès au niveau du sol,Non,,,Le Plateau-Mont-Royal,Saint-Louis,SDC L'Avenue du Mont-Royal,Centre-Ville,Non,Non,Non,5042645.85133768,298336.16275998665,45.52370974100422,-73.58274658621728
25128,{9dc10650-e031-4c5b-86d4-1c911316e1ec},SDC,Commerce rue,2023/07/11,376,avenue,du,Mont-Royal,E,376 avenue du Mont-Royal E,,H2T1P9,RC,,Presotea,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Accès au niveau du sol,Non,,,Le Plateau-Mont-Royal,Saint-Louis,SDC L'Avenue du Mont-Royal,Centre-Ville,Non,Non,Non,5042639.798335626,298314.49364263547,45.52365507245596,-73.58302389739747
25155,{ec80f6db-6b51-4339-83e5-d9bcb497f0e0},HORS_SDC,Commerce rue,2023/07/11,8387⁹,boulevard,,Saint-Laurent,,8387⁹ boulevard Saint-Laurent ,,H2P2M7,RC,,50/50,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Non,Non,,,Villeray-Saint-Michel–Parc-Extension,Parc-Jarry,,Centre-Est,Non,Non,Non,5044520.204533261,294163.74107771827,45.54052466831239,-73.63619934404434
25172,{0661a034-124c-4cf3-b9b0-62dcfc33660e},SDC,Commerce rue,2023/07/13,9310,boulevard,,Saint-Laurent,,9310 boulevard Saint-Laurent ,,H2N1N3,RC,,Café Hibou,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Accès au niveau du sol,Non,,,Ahuntsic-Cartierville,Nicolas-Viel,SDC District Central,Centre-Ouest,Non,Non,Non,5044954.487350073,292948.0840975718,45.54441287115903,-73.65177636273302
25173,{008fb6da-3629-4059-818e-d7b07448ab42},SDC,Commerce rue,2023/07/13,234,rue,,Chabanel,O,234 rue Chabanel O,,H2N1G2,Demi sous-sol,,Pasta bar,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Ahuntsic-Cartierville,Nicolas-Viel,SDC District Central,Centre-Ouest,Oui,Non,Non,5044541.642816123,292846.8945462317,45.54069622778811,-73.65306210420101
25179,{f2aff9ce-b42a-4860-a99a-2fb220a72f3f},SDC,Commerce rue,2023/07/13,1505,rue,,Fleury,E,1505 rue Fleury E,,H2C1S5,RC,,Le café crème,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Non,Non,,,Ahuntsic-Cartierville,Sault-au-Récollet,SDC Promenade Fleury,Centre-Ouest,Non,Non,Non,5046994.395600959,292574.67729988304,45.56276216121909,-73.65660914553551
25191,{724b5b7d-4ee4-44d1-9f0a-171b43166f0e},HORS_SDC,Commerce rue,2023/07/13,413,rue,,Chabanel,O,413 rue Chabanel O,,H2N2E7,RC,,CasaCrypto,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Non,Non,,,Ahuntsic-Cartierville,Nicolas-Viel,SDC District Central,Centre-Ouest,Non,Non,Non,5044372.191935702,292732.6441067187,45.53916948138445,-73.65452090989304
25192,{3ff6ccb4-c782-466d-9036-3f1075b76b25},HORS_SDC,Commerce rue,2023/07/13,300,rue,de,Port-Royal,O,300 rue de Port-Royal O,,H3L2B4,RC,,Maygan,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Non,Non,,,Ahuntsic-Cartierville,Nicolas-Viel,SDC District Central,Centre-Ouest,Non,Non,Non,5044620.513189591,292328.0250614473,45.54139683409733,-73.65970826129659
25202,{61a792ff-9614-4408-bcea-79b1cc1639c0},HORS_SDC,Commerce rue,2023/07/13,184,boulevard,,Henri-Bourassa,O,184 boulevard Henri-Bourassa O,,H3L1N3,RC,,Pizza Roni,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Accès au niveau du sol,Non,,,Ahuntsic-Cartierville,Nicolas-Viel,,Centre-Ouest,Oui,Non,Non,5045321.787238325,291353.09932597633,45.54768898999122,-73.67221164476477
25207,{fe384837-9252-4b48-8792-68f5233035ca},SDC,Commerce rue,2023/07/13,4250,rue,,Saint-Denis,,4250 rue Saint-Denis ,,H2J2K8,RC,,Miraflores,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Le Plateau-Mont-Royal,Saint-Louis,SDC Rue Saint-Denis,Centre-Ville,Non,Non,Non,5042462.964651184,298622.45101525565,45.52206665092915,-73.57907943918514
25215,{359080c8-e3c4-4093-90b9-45861b5ec2ea},SDC,Commerce rue,2023/08/14,5595,chemin,de la,Côte-des-Neiges,,5595 chemin de la Côte-des-Neiges ,,H3T1Y8,Demi sous-sol,,PizzaWay,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Non,Non,,,Côte-des-Neiges–Notre-Dame-de-Grâce,Édouard-Montpetit,SDC Côtes-des-neiges,Centre-Ville,Oui,Non,Non,5039797.557542501,294977.2795753712,45.49804042089088,-73.62568731196421
25246,{212dfc63-8e65-422a-9673-2e3dd472e04e},SDC,Commerce rue,2023/08/14,275,rue,,Notre-Dame,O,275 rue Notre-Dame O,,H2Y1T8,RC,,Chez Delmo,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Ville-Marie,Vieux-Montréal,SDC Vieux-Montréal,Centre-Ville,Non,Non,Non,5040316.547156765,300232.4223445861,45.50276470970128,-73.55845042355904
25248,{b96db68e-ec11-45e1-901e-c9b98ce59a82},SDC,Commerce rue,2023/08/14,26,rue,,Bélanger,,26 rue Bélanger ,,H2S1C8,RC,,Café Caron et frères,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Non,Non,,,Rosemont–La Petite-Patrie,Saint-Édouard,SDC Petite-Italie - Marché Jean-Talon,Centre-Est,Non,Non,Non,5043726.775501315,295869.56177764013,45.533409063396334,-73.6143417909108
25251,{cf3dc0b7-fcb9-4a4f-99a6-0c620f406ff9},SDC,Commerce rue,2023/08/14,5020,chemin,de la,Côte-des-Neiges,,5020 chemin de la Côte-des-Neiges ,,H3V1G6,RC,,Le Kebab,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Accès au niveau du sol,Non,,,Côte-des-Neiges–Notre-Dame-de-Grâce,Édouard-Montpetit,SDC Côtes-des-neiges,Centre-Ville,Non,Non,Non,5039412.332239245,295545.21017346147,45.4945817653344,-73.61841315009005
25260,{616cfd10-41f9-4f54-810a-3d360d8fd980},HORS_SDC,Commerce rue,2023/08/14,5839,rue,,Sherbrooke,O,5839 rue Sherbrooke O,,H4A1X4,RC,,Maté Latté,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-Saint-Antoine,,Centre-Ville,Oui,Non,Non,5036641.432723176,295556.82123498654,45.469648130254576,-73.61821243464652
25262,{2c3efb35-c30d-42c9-9d17-c4e1b47833d4},HORS_SDC,Commerce rue,2023/08/14,5623,rue,,Sherbrooke,O,5623 rue Sherbrooke O,,H4A1W4,RC,,Restaurant Stand up comedy,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Non,Non,,,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-Saint-Antoine,,Centre-Ville,Non,Non,Non,5036846.0342254015,295843.1804991898,45.47149296110842,-73.6145539238387
25269,{4ee68b8d-631d-4491-a2cc-5194ec65501c},HORS_SDC,Commerce rue,2023/08/14,375,rue,de l',Église,,375 rue de l'Église ,,H4G2M5,RC,,Thésaurus,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Accès au niveau du sol,Non,,,Verdun,Verdun-Centre,,Grand Sud-Ouest,Oui,Non,Non,5035899.750876917,299408.2465875872,45.46301447379993,-73.56894847709856
25282,{9c41ffdf-3627-4461-98fd-5672b2b4c4c8},SDC,Commerce rue,2023/08/14,75,rue,,Queen,,75 rue Queen ,,H3C2N9,RC,,Nevski,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Ville-Marie,Vieux-Montréal,SDC Vieux-Montréal,Centre-Ville,Non,Non,Non,5039763.753979314,300550.0411086599,45.49779244529207,-73.55438123008344
25298,{cd1d19cf-5b64-434e-bf5f-13c33411823b},HORS_SDC,Commerce rue,2023/08/14,4025,rue,,Beaubien,E,4025 rue Beaubien E,,H1X1H7,RC,,Beaubien déli,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Rosemont–La Petite-Patrie,Étienne Desmarteaux,,Centre-Est,Oui,Non,Non,5046910.116628983,298524.3887339354,45.56208285487089,-73.58039173407069
25300,{35fd35f6-9b07-4e2c-ac55-7766d5ebaf96},HORS_SDC,Commerce rue,2023/08/14,3121,rue,,Bélanger,,3121 rue Bélanger ,,H1Y1B4,RC avec escaliers (4 marches et plus),,Café le carrefour,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Villeray-Saint-Michel–Parc-Extension,Gabriel-Sagard,,Centre-Est,Oui,Non,Non,5046230.545496666,297347.2264971181,45.55595624158528,-73.59546075144657
25316,{5ef0e0ec-38f8-4539-8e4e-9de7739db6f0},HORS_SDC,Commerce rue,2023/07/27,11926,rue,,Notre-Dame,E,11926 rue Notre-Dame E,,H1B2Y3,RC,,Bar sportif la 8,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Non,Non,,,Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,,Est-de-l'Île,Oui,Non,Non,5055405.233666079,305542.76596176566,45.63855217089777,-73.49047372620682
25317,{d10df348-758e-4f26-a42b-2d8a1fd43d8b},HORS_SDC,Commerce rue,2023/07/27,333,rue,,Sainte-Catherine,E,333 rue Sainte-Catherine E,,H2X3X2,RC,,Quesada,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Ville-Marie,René-Lévesque,,Centre-Ville,Oui,Non,Non,5041489.674124188,300027.07192508393,45.51331962258544,-73.56108960565686
25319,{288551c6-2b34-4f81-8977-cccaee2f2ad6},SDC,Commerce rue,2023/07/27,1400,rue,,Atateken,,1400 rue Atateken ,,H2L2G4,RC,,St-Hubert,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Ville-Marie,René-Lévesque,SDC Village Montréal,Centre-Ville,Oui,Non,Non,5041954.368515661,300313.4906091715,45.51750303389672,-73.55742802095949
25325,{a7586d4e-0b6f-4b1f-bd0d-ba1683fc9fe6},HORS_SDC,Commerce rue,2023/07/27,184,rue,,D'Iberville,,184 rue D'Iberville ,,H2G2A9,RC,,Karmari,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Rosemont–La Petite-Patrie,Vieux-Rosemont,,Centre-Est,Non,Non,Non,5044758.829636809,298786.7564725302,45.54272714688344,-73.57700437742047
25328,{295715c7-182c-45f6-a744-2c3b9c309826},HORS_SDC,Commerce rue,2023/07/27,5606,boulevard,,Saint-Laurent,,5606 boulevard Saint-Laurent ,,H2T1S8,RC,,SENCHA,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Le Plateau-Mont-Royal,Mile End,,Centre-Ville,Oui,Non,Non,5042908.764739376,297001.9650345097,45.52606188769187,-73.59983013336905
25336,{be7bad42-5584-413c-aa7c-2c32153e9b13},HORS_SDC,Commerce rue,2023/07/27,4650,boulevard,,Saint-Laurent,,4650 boulevard Saint-Laurent ,,H2T1R3,RC,,Espace nomad,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Non,Non,,,Le Plateau-Mont-Royal,Mile End,SDC Boulevard Saint-Laurent,Centre-Ville,Oui,Oui,Non,5042379.305165751,297825.8382619796,45.521306335477774,-73.58927557172758
25338,{f0005dc3-d536-41be-8f6c-8ebdc557cbd0},SDC,Commerce rue,2023/07/27,3878,boulevard,,Saint-Laurent,,3878 boulevard Saint-Laurent ,,H2W1Y2,RC,,Real fruit,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Non,Non,,,Le Plateau-Mont-Royal,Saint-Louis,SDC Boulevard Saint-Laurent,Centre-Ville,Non,Non,Non,5041804.275409564,298720.37616105046,45.51614036383023,-73.57781774246519
25347,{008c2e29-2461-4357-b59a-42acbab81860},HORS_SDC,Commerce rue,2023/07/27,5115,boulevard,,Saint-Laurent,,5115 boulevard Saint-Laurent ,,H2T1R9,RC,,Tsak Tsak,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Le Plateau-Mont-Royal,Mile End,,Centre-Ville,Non,Non,Non,5042608.985458657,297530.19461314805,45.52337006778339,-73.59306341873378
25354,{c8d93223-31bc-40f9-838e-7e519da6af3d},HORS_SDC,Commerce rue,2023/07/27,9,avenue,,Fairmount,E,9 avenue Fairmount E,,H2T1S4,RC,,Lawrence,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Le Plateau-Mont-Royal,Mile End,,Centre-Ville,Non,Non,Non,5042698.028977424,297408.0250051629,45.52417003096864,-73.59462867311198
25363,{a3bceef7-2e65-4d40-8635-db6e71cd7f05},SDC,Commerce rue,2023/08/03,1285,avenue,des,Canadiens-de-Montréal,,1285 avenue des Canadiens-de-Montréal ,,H3G0B9,RC,,Kettlemans Bagel,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Ville-Marie,René-Lévesque,SDC Montréal centre-ville,Centre-Ville,Non,Non,Non,5039578.149080718,299262.1838917009,45.49611325789652,-73.57085772977499
25366,{907352cd-8235-46bc-94ad-78fd29f5e585},SDC,Commerce rue,2023/08/03,1453,rue,,Sainte-Catherine,O,1453 rue Sainte-Catherine O,,H3G1S6,RC,,Sansotei Ramen,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Ville-Marie,René-Lévesque,SDC Montréal centre-ville,Centre-Ville,Non,Non,Non,5039571.112737055,298772.5675038585,45.49604588390466,-73.57712227303296
25369,{d094c1de-6236-46fd-8aa4-2d5893f58ffb},SDC,Commerce rue,2023/08/03,4134,rue,,Sainte-Catherine,O,4134 rue Sainte-Catherine O,,H3Z1P4,RC,,Pizza parlour,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Westmount,Westmount,,Centre-Ville,Non,Non,Non,5038556.644117466,298012.4478974266,45.48691026858818,-73.58683394176005
25382,{9ad5872e-7442-46c7-b05f-58e059a4550a},SDC,Commerce rue,2023/08/03,355,boulevard,,De Maisonneuve,O,355 boulevard De Maisonneuve O,,H3A2J3,RC,,Commodore café,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Accès au niveau du sol,Non,,,Ville-Marie,René-Lévesque,SDC Montréal centre-ville,Centre-Ville,Non,Non,Non,5040808.967659242,299382.3259999574,45.5071896327984,-73.56933410768065
25387,{7205ba06-8358-4a16-94fe-60fd26b91a07},SDC,Commerce rue,2023/08/03,1222,rue,,Crescent,,1222 rue Crescent ,,H3G2B1,RC avec escaliers (4 marches et plus),,Hurley's Irish pub,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Non,Non,,,Ville-Marie,René-Lévesque,SDC Montréal centre-ville,Centre-Ville,Oui,Non,Non,5039667.55643519,298941.3587981304,45.49691516393969,-73.57496374665348
25388,{e8513f65-82c7-4cac-aa61-b92a5f6b02ff},SDC,Commerce rue,2023/08/03,1469,rue,,Crescent,,1469 rue Crescent ,,H3G2B2,RC,,Tout bon bar et lounge,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Accès au niveau du sol,Non,,,Ville-Marie,René-Lévesque,SDC Montréal centre-ville,Centre-Ville,Non,Non,Non,5039792.362341677,298772.57091659424,45.49803678371389,-73.5771249472398
